City,Property Type,Period Begin,Period End,Median Sale Price (in 000's of dollars)
Seattle,All Residential,12/1/10,12/31/10,365
Bellevue,All Residential,1/1/13,1/31/13,513
Kirkland,All Residential,8/1/13,8/31/13,467
Issaquah,All Residential,6/1/14,6/30/14,492
Kenmore,All Residential,11/1/14,11/30/14,425
Mercer Island,All Residential,2/1/15,2/28/15,"1,283"
Mercer Island,All Residential,10/1/15,10/31/15,990
Kirkland,All Residential,2/1/16,2/29/16,568
Kent,All Residential,12/1/16,12/31/16,343
Issaquah,All Residential,3/1/17,3/31/17,659
Kenmore,All Residential,9/1/17,9/30/17,625
Kirkland,All Residential,12/1/17,12/31/17,800
Redmond,All Residential,1/1/18,1/31/18,800
Kent,All Residential,3/1/18,3/31/18,419
Redmond,All Residential,4/1/18,4/30/18,851
Issaquah,All Residential,3/1/19,3/31/19,692
Kent,Condo/Co-op,3/1/12,3/31/12,46
Seattle,Condo/Co-op,1/1/13,1/31/13,250
Redmond,Condo/Co-op,2/1/14,2/28/14,248
Kirkland,Condo/Co-op,2/1/14,2/28/14,224
Kirkland,Condo/Co-op,6/1/14,6/30/14,280
Redmond,Condo/Co-op,8/1/14,8/31/14,231
Kirkland,Condo/Co-op,2/1/16,2/29/16,236
Redmond,Condo/Co-op,3/1/17,3/31/17,298
Kirkland,Condo/Co-op,4/1/18,4/30/18,450
Kent,Condo/Co-op,7/1/18,7/31/18,215
Seattle,Condo/Co-op,11/1/18,11/30/18,475
Issaquah,Multi-Family (2-4 Unit),11/1/11,11/30/11,473
Bellevue,Multi-Family (2-4 Unit),8/1/17,8/31/17,990
Olympia,Multi-Family (2-4 Unit),10/1/18,10/31/18,356
Mercer Island,Condo/Co-op,9/1/10,9/30/10,407
Redmond,Condo/Co-op,11/1/10,11/30/10,225
Kenmore,Condo/Co-op,8/1/11,8/31/11,134
Seattle,Condo/Co-op,7/1/12,7/31/12,244
Redmond,Condo/Co-op,8/1/12,8/31/12,150
Kent,Condo/Co-op,12/1/12,12/31/12,103
Mercer Island,Condo/Co-op,5/1/13,5/31/13,298
Seattle,Condo/Co-op,5/1/16,5/31/16,359
Bothell,Condo/Co-op,5/1/16,5/31/16,320
Issaquah,Condo/Co-op,6/1/16,6/30/16,310
Issaquah,Condo/Co-op,11/1/16,11/30/16,320
Mercer Island,Condo/Co-op,3/1/17,3/31/17,468
Kenmore,Condo/Co-op,5/1/17,5/31/17,239
Tacoma,Condo/Co-op,1/1/18,1/31/18,208
Tacoma,Condo/Co-op,2/1/18,2/28/18,245
Mercer Island,Condo/Co-op,12/1/18,12/31/18,600
Redmond,Condo/Co-op,5/1/19,5/31/19,383
Tacoma,Multi-Family (2-4 Unit),4/1/10,4/30/10,245
Redmond,Multi-Family (2-4 Unit),7/1/14,7/31/14,616
Olympia,Multi-Family (2-4 Unit),9/1/16,9/30/16,375
Tacoma,Multi-Family (2-4 Unit),10/1/18,10/31/18,499
Issaquah,Multi-Family (2-4 Unit),3/1/19,3/31/19,757
Kent,Condo/Co-op,9/1/13,9/30/13,110
Issaquah,Condo/Co-op,2/1/14,2/28/14,265
Kent,Condo/Co-op,3/1/15,3/31/15,124
Bellevue,Condo/Co-op,11/1/15,11/30/15,270
Issaquah,Condo/Co-op,1/1/17,1/31/17,329
Sammamish,Condo/Co-op,9/1/18,9/30/18,448
Kent,Condo/Co-op,10/1/18,10/31/18,247
Kent,Condo/Co-op,2/1/19,2/28/19,219
Issaquah,Condo/Co-op,5/1/19,5/31/19,352
Olympia,Condo/Co-op,7/1/19,7/31/19,181
Seattle,Multi-Family (2-4 Unit),1/1/12,1/31/12,368
Bellevue,Multi-Family (2-4 Unit),12/1/14,12/31/14,659
Tacoma,Multi-Family (2-4 Unit),3/1/15,3/31/15,230
Kent,Single Family Residential,12/1/11,12/31/11,223
Kent,Single Family Residential,7/1/12,7/31/12,230
Olympia,Single Family Residential,7/1/12,7/31/12,247
Kirkland,Single Family Residential,11/1/12,11/30/12,483
Kirkland,Single Family Residential,5/1/13,5/31/13,500
Issaquah,Single Family Residential,7/1/13,7/31/13,541
Bellevue,Single Family Residential,12/1/15,12/31/15,822
Bellevue,Single Family Residential,11/1/16,11/30/16,951
Kirkland,Single Family Residential,11/1/17,11/30/17,745
Kenmore,Single Family Residential,3/1/18,3/31/18,727
Bellevue,Single Family Residential,3/1/18,3/31/18,"1,321"
Bothell,Single Family Residential,6/1/18,6/30/18,700
Bellevue,Single Family Residential,5/1/19,5/31/19,"1,159"
Kent,Single Family Residential,7/1/11,7/31/11,210
Bothell,Single Family Residential,11/1/11,11/30/11,349
Kirkland,Single Family Residential,1/1/12,1/31/12,430
Kenmore,Single Family Residential,4/1/12,4/30/12,375
Redmond,Single Family Residential,6/1/12,6/30/12,559
Tacoma,Single Family Residential,2/1/13,2/28/13,164
Sammamish,Single Family Residential,5/1/13,5/31/13,635
Bothell,Single Family Residential,12/1/15,12/31/15,535
Bellevue,Single Family Residential,8/1/16,8/31/16,883
Kent,Single Family Residential,4/1/17,4/30/17,390
Issaquah,Single Family Residential,2/1/18,2/28/18,"1,010"
Mercer Island,Single Family Residential,9/1/10,9/30/10,677
Kirkland,Single Family Residential,2/1/11,2/28/11,421
Kent,Single Family Residential,9/1/13,9/30/13,295
Kent,Single Family Residential,6/1/14,6/30/14,300
Kirkland,Single Family Residential,7/1/15,7/31/15,600
Mercer Island,Single Family Residential,8/1/17,8/31/17,"1,460"
Kenmore,Single Family Residential,9/1/17,9/30/17,678
Redmond,Single Family Residential,11/1/17,11/30/17,920
Kirkland,Single Family Residential,3/1/18,3/31/18,"1,000"
Issaquah,Single Family Residential,5/1/18,5/31/18,985
Kenmore,Single Family Residential,1/1/19,1/31/19,683
Sammamish,Single Family Residential,4/1/19,4/30/19,"1,020"
Kenmore,Single Family Residential,4/1/19,4/30/19,700
Olympia,Single Family Residential,7/1/19,7/31/19,350
Redmond,Townhouse,4/1/10,4/30/10,318
Kent,Townhouse,11/1/11,11/30/11,136
Seattle,Townhouse,11/1/11,11/30/11,315
Kent,Townhouse,1/1/12,1/31/12,240
Kenmore,Townhouse,4/1/16,4/30/16,382
Kent,Townhouse,4/1/19,4/30/19,340
Kent,Townhouse,1/1/11,1/31/11,107
Sammamish,Townhouse,9/1/11,9/30/11,250
Snoqualmie,Townhouse,1/1/12,1/31/12,169
Seattle,Townhouse,8/1/12,8/31/12,293
Kenmore,Townhouse,9/1/12,9/30/12,235
Redmond,Townhouse,6/1/13,6/30/13,357
Tacoma,Townhouse,10/1/13,10/31/13,157
Bothell,Townhouse,11/1/13,11/30/13,294
Redmond,Townhouse,12/1/14,12/31/14,380
Snoqualmie,Townhouse,12/1/14,12/31/14,334
Seattle,Townhouse,1/1/15,1/31/15,440
Tacoma,Townhouse,7/1/15,7/31/15,155
Kent,Townhouse,1/1/17,1/31/17,225
Redmond,Townhouse,3/1/17,3/31/17,567
Issaquah,Townhouse,7/1/17,7/31/17,535
Issaquah,Townhouse,2/1/18,2/28/18,535
Kent,Townhouse,3/1/18,3/31/18,294
Kirkland,Townhouse,3/1/18,3/31/18,597
Kirkland,Townhouse,9/1/18,9/30/18,753
Kent,Townhouse,10/1/18,10/31/18,307
Kirkland,Townhouse,2/1/19,2/28/19,602
Bellevue,Townhouse,4/1/19,4/30/19,625
Kirkland,Townhouse,10/1/10,10/31/10,438
Kirkland,Townhouse,3/1/13,3/31/13,334
Redmond,Townhouse,10/1/13,10/31/13,420
Bothell,Townhouse,11/1/14,11/30/14,352
Tacoma,Townhouse,4/1/18,4/30/18,223
Kent,Townhouse,6/1/18,6/30/18,305
Kent,Townhouse,11/1/18,11/30/18,251
Kirkland,Townhouse,12/1/18,12/31/18,720
Sammamish,All Residential,2/1/10,2/28/10,488
Olympia,All Residential,4/1/10,4/30/10,237
Kirkland,All Residential,6/1/10,6/30/10,387
Issaquah,All Residential,10/1/10,10/31/10,417
Issaquah,All Residential,3/1/11,3/31/11,416
Sammamish,All Residential,1/1/12,1/31/12,510
Kent,All Residential,7/1/13,7/31/13,255
Issaquah,All Residential,12/1/13,12/31/13,476
Seattle,All Residential,7/1/14,7/31/14,451
Sammamish,All Residential,12/1/14,12/31/14,692
Sammamish,All Residential,4/1/15,4/30/15,695
Kent,All Residential,3/1/16,3/31/16,335
Redmond,All Residential,3/1/17,3/31/17,730
Issaquah,All Residential,12/1/17,12/31/17,698
Seattle,All Residential,6/1/18,6/30/18,725
Kenmore,All Residential,11/1/18,11/30/18,670
Sammamish,Condo/Co-op,1/1/10,1/31/10,270
Seattle,Condo/Co-op,7/1/10,7/31/10,290
Sammamish,Condo/Co-op,8/1/12,8/31/12,201
Redmond,Condo/Co-op,10/1/12,10/31/12,186
Kent,Condo/Co-op,1/1/13,1/31/13,80
Issaquah,Condo/Co-op,3/1/13,3/31/13,160
Bellevue,Condo/Co-op,2/1/14,2/28/14,221
Redmond,Condo/Co-op,5/1/14,5/31/14,220
Kirkland,Condo/Co-op,8/1/14,8/31/14,210
Mercer Island,Condo/Co-op,4/1/15,4/30/15,384
Sammamish,Condo/Co-op,5/1/15,5/31/15,250
Kirkland,Condo/Co-op,6/1/15,6/30/15,276
Kenmore,Condo/Co-op,9/1/15,9/30/15,233
Bothell,Condo/Co-op,9/1/16,9/30/16,460
Kenmore,Condo/Co-op,6/1/18,6/30/18,304
Bellevue,All Residential,2/1/12,2/29/12,385
Issaquah,All Residential,2/1/12,2/29/12,353
Issaquah,All Residential,3/1/12,3/31/12,370
Olympia,All Residential,3/1/12,3/31/12,222
Seattle,All Residential,11/1/12,11/30/12,385
Redmond,All Residential,6/1/14,6/30/14,571
Kirkland,All Residential,11/1/16,11/30/16,585
Kent,All Residential,10/1/18,10/31/18,420
Kenmore,Condo/Co-op,9/1/10,9/30/10,171
Olympia,Condo/Co-op,3/1/11,3/31/11,120
Issaquah,Condo/Co-op,5/1/11,5/31/11,170
Sammamish,Condo/Co-op,1/1/12,1/31/12,146
Seattle,Condo/Co-op,2/1/12,2/29/12,195
Kirkland,Condo/Co-op,7/1/12,7/31/12,158
Bellevue,Condo/Co-op,10/1/12,10/31/12,264
Bothell,Condo/Co-op,12/1/13,12/31/13,142
Olympia,Condo/Co-op,6/1/14,6/30/14,179
Sammamish,Condo/Co-op,6/1/15,6/30/15,282
Issaquah,Condo/Co-op,10/1/15,10/31/15,249
Sammamish,Condo/Co-op,2/1/17,2/28/17,408
Kirkland,Condo/Co-op,7/1/18,7/31/18,390
Mercer Island,All Residential,2/1/10,2/28/10,"1,150"
Issaquah,All Residential,7/1/10,7/31/10,460
Tacoma,All Residential,9/1/10,9/30/10,195
Bothell,All Residential,8/1/11,8/31/11,302
Kenmore,All Residential,9/1/12,9/30/12,341
Bothell,All Residential,7/1/13,7/31/13,401
Bothell,All Residential,2/1/14,2/28/14,432
Issaquah,All Residential,7/1/15,7/31/15,535
Bellevue,All Residential,2/1/16,2/29/16,713
Bothell,All Residential,7/1/16,7/31/16,507
Kenmore,All Residential,5/1/17,5/31/17,655
Kirkland,All Residential,4/1/18,4/30/18,800
Redmond,All Residential,3/1/19,3/31/19,826
Redmond,All Residential,4/1/19,4/30/19,830
Kenmore,Condo/Co-op,1/1/10,1/31/10,211
Redmond,Condo/Co-op,3/1/10,3/31/10,208
Kirkland,Condo/Co-op,2/1/12,2/29/12,115
Kent,Condo/Co-op,7/1/12,7/31/12,88
Olympia,Multi-Family (2-4 Unit),8/1/12,8/31/12,246
Tacoma,Multi-Family (2-4 Unit),9/1/12,9/30/12,197
Bothell,Multi-Family (2-4 Unit),6/1/15,6/30/15,500
Seattle,Multi-Family (2-4 Unit),12/1/17,12/31/17,940
Seattle,Multi-Family (2-4 Unit),12/1/18,12/31/18,"1,150"
Kent,Condo/Co-op,1/1/15,1/31/15,105
Issaquah,Condo/Co-op,1/1/15,1/31/15,190
Tacoma,Condo/Co-op,1/1/15,1/31/15,206
Kirkland,Condo/Co-op,10/1/16,10/31/16,277
Bellevue,Condo/Co-op,7/1/18,7/31/18,480
Kent,Condo/Co-op,9/1/18,9/30/18,204
Olympia,Condo/Co-op,9/1/18,9/30/18,175
Issaquah,Condo/Co-op,1/1/19,1/31/19,321
Seattle,Multi-Family (2-4 Unit),3/1/10,3/31/10,480
Bellevue,Multi-Family (2-4 Unit),8/1/10,8/31/10,"1,250"
Seattle,Multi-Family (2-4 Unit),2/1/14,2/28/14,553
Tacoma,Multi-Family (2-4 Unit),2/1/14,2/28/14,250
Tacoma,Multi-Family (2-4 Unit),12/1/14,12/31/14,227
Bothell,Multi-Family (2-4 Unit),11/1/16,11/30/16,689
Bothell,Multi-Family (2-4 Unit),4/1/17,4/30/17,685
Olympia,Multi-Family (2-4 Unit),8/1/19,8/31/19,375
Issaquah,Single Family Residential,5/1/10,5/31/10,503
Kirkland,Single Family Residential,11/1/10,11/30/10,420
Kirkland,Single Family Residential,3/1/11,3/31/11,372
Kirkland,Single Family Residential,5/1/11,5/31/11,416
Olympia,Single Family Residential,8/1/11,8/31/11,255
Kenmore,Single Family Residential,5/1/12,5/31/12,399
Tacoma,Single Family Residential,5/1/12,5/31/12,155
Redmond,Single Family Residential,1/1/15,1/31/15,598
Bellevue,Single Family Residential,4/1/16,4/30/16,912
Kent,Single Family Residential,11/1/16,11/30/16,350
Snoqualmie,Single Family Residential,7/1/17,7/31/17,725
Kirkland,Single Family Residential,8/1/17,8/31/17,785
Tacoma,Single Family Residential,5/1/19,5/31/19,330
Seattle,Townhouse,1/1/12,1/31/12,309
Seattle,Townhouse,4/1/12,4/30/12,361
Seattle,Townhouse,2/1/13,2/28/13,359
Issaquah,Townhouse,3/1/14,3/31/14,378
Seattle,Townhouse,2/1/15,2/28/15,425
Redmond,Townhouse,6/1/16,6/30/16,483
Bothell,Townhouse,7/1/16,7/31/16,335
Bellevue,Townhouse,8/1/16,8/31/16,457
Seattle,Townhouse,11/1/16,11/30/16,570
Bothell,Townhouse,12/1/17,12/31/17,475
Snoqualmie,Townhouse,5/1/18,5/31/18,628
Issaquah,Townhouse,6/1/19,6/30/19,625
Redmond,Single Family Residential,10/1/10,10/31/10,493
Kent,Single Family Residential,5/1/11,5/31/11,229
Kirkland,Single Family Residential,7/1/11,7/31/11,486
Redmond,Single Family Residential,1/1/14,1/31/14,645
Bothell,Single Family Residential,2/1/14,2/28/14,471
Snoqualmie,Single Family Residential,2/1/15,2/28/15,550
Issaquah,Single Family Residential,2/1/16,2/29/16,703
Kent,Single Family Residential,2/1/16,2/29/16,343
Seattle,Single Family Residential,10/1/16,10/31/16,620
Issaquah,Single Family Residential,4/1/17,4/30/17,860
Kent,Single Family Residential,12/1/17,12/31/17,428
Kirkland,Townhouse,2/1/11,2/28/11,455
Kirkland,Townhouse,9/1/11,9/30/11,215
Kent,Townhouse,9/1/13,9/30/13,132
Redmond,Townhouse,11/1/13,11/30/13,402
Issaquah,Townhouse,12/1/13,12/31/13,335
Kirkland,Townhouse,12/1/13,12/31/13,425
Kent,Townhouse,12/1/13,12/31/13,155
Bothell,Townhouse,9/1/14,9/30/14,285
Kenmore,Townhouse,9/1/14,9/30/14,249
Kirkland,Townhouse,10/1/14,10/31/14,428
Issaquah,Townhouse,1/1/15,1/31/15,369
Redmond,Townhouse,1/1/15,1/31/15,321
Seattle,Townhouse,4/1/15,4/30/15,482
Snoqualmie,Townhouse,11/1/15,11/30/15,325
Kirkland,Townhouse,10/1/16,10/31/16,410
Tacoma,Townhouse,11/1/17,11/30/17,200
Kent,Townhouse,2/1/18,2/28/18,310
Sammamish,Townhouse,7/1/19,7/31/19,860
Issaquah,Single Family Residential,1/1/10,1/31/10,480
Redmond,Single Family Residential,11/1/11,11/30/11,530
Bellevue,Single Family Residential,9/1/12,9/30/12,588
Kent,Single Family Residential,4/1/13,4/30/13,270
Issaquah,Single Family Residential,5/1/14,5/31/14,627
Sammamish,Single Family Residential,1/1/15,1/31/15,708
Redmond,Single Family Residential,12/1/16,12/31/16,799
Issaquah,Single Family Residential,7/1/17,7/31/17,835
Mercer Island,Single Family Residential,5/1/18,5/31/18,"1,740"
Issaquah,Single Family Residential,12/1/18,12/31/18,880
Bellevue,Single Family Residential,12/1/18,12/31/18,"1,200"
Kenmore,Single Family Residential,5/1/19,5/31/19,755
Kent,Townhouse,5/1/11,5/31/11,148
Snoqualmie,Townhouse,10/1/13,10/31/13,373
Redmond,Townhouse,4/1/15,4/30/15,416
Bothell,Townhouse,11/1/15,11/30/15,280
Snoqualmie,Townhouse,1/1/19,1/31/19,755
Issaquah,Townhouse,2/1/19,2/28/19,628
Seattle,Townhouse,2/1/19,2/28/19,681
Sammamish,Townhouse,9/1/19,9/30/19,552
Redmond,All Residential,5/1/10,5/31/10,445
Kenmore,All Residential,5/1/12,5/31/12,385
Issaquah,All Residential,10/1/12,10/31/12,383
Kenmore,All Residential,11/1/12,11/30/12,405
Kent,All Residential,12/1/15,12/31/15,321
Bellevue,All Residential,8/1/16,8/31/16,743
Kirkland,All Residential,12/1/16,12/31/16,590
Issaquah,All Residential,8/1/18,8/31/18,855
Redmond,Condo/Co-op,5/1/10,5/31/10,220
Issaquah,Condo/Co-op,4/1/11,4/30/11,190
Issaquah,Condo/Co-op,8/1/15,8/31/15,296
Bellevue,Condo/Co-op,6/1/16,6/30/16,356
Seattle,Condo/Co-op,4/1/17,4/30/17,431
Kent,Condo/Co-op,7/1/19,7/31/19,239
Issaquah,Condo/Co-op,9/1/19,9/30/19,370
Redmond,All Residential,1/1/10,1/31/10,464
Kirkland,All Residential,4/1/10,4/30/10,341
Kenmore,All Residential,8/1/11,8/31/11,307
Redmond,All Residential,8/1/12,8/31/12,507
Redmond,All Residential,11/1/12,11/30/12,503
Bellevue,All Residential,11/1/13,11/30/13,504
Redmond,All Residential,11/1/14,11/30/14,515
Issaquah,All Residential,2/1/16,2/29/16,616
Seattle,All Residential,4/1/16,4/30/16,549
Bothell,All Residential,11/1/17,11/30/17,625
Issaquah,Condo/Co-op,4/1/10,4/30/10,237
Issaquah,Condo/Co-op,8/1/12,8/31/12,185
Olympia,Condo/Co-op,4/1/13,4/30/13,193
Kent,Condo/Co-op,12/1/13,12/31/13,124
Kirkland,Condo/Co-op,12/1/14,12/31/14,190
Kent,Condo/Co-op,4/1/15,4/30/15,116
Redmond,Condo/Co-op,1/1/17,1/31/17,250
Tacoma,All Residential,5/1/10,5/31/10,185
Kirkland,All Residential,12/1/10,12/31/10,448
Kenmore,All Residential,12/1/10,12/31/10,352
Tacoma,All Residential,11/1/12,11/30/12,160
Olympia,All Residential,2/1/13,2/28/13,235
Snoqualmie,All Residential,9/1/14,9/30/14,530
Olympia,All Residential,5/1/16,5/31/16,285
Kent,All Residential,7/1/17,7/31/17,375
Kent,All Residential,10/1/17,10/31/17,370
Tacoma,Condo/Co-op,2/1/10,2/28/10,185
Issaquah,Condo/Co-op,1/1/12,1/31/12,126
Kenmore,Condo/Co-op,5/1/12,5/31/12,160
Kirkland,Condo/Co-op,6/1/12,6/30/12,159
Kent,Condo/Co-op,6/1/14,6/30/14,118
Redmond,Condo/Co-op,9/1/15,9/30/15,245
Bothell,Condo/Co-op,8/1/17,8/31/17,333
Kent,Condo/Co-op,1/1/18,1/31/18,194
Kirkland,Multi-Family (2-4 Unit),11/1/14,11/30/14,575
Seattle,Multi-Family (2-4 Unit),9/1/16,9/30/16,718
Kirkland,Single Family Residential,10/1/10,10/31/10,443
Issaquah,Single Family Residential,12/1/10,12/31/10,492
Issaquah,Single Family Residential,7/1/11,7/31/11,521
Seattle,Single Family Residential,8/1/11,8/31/11,390
Issaquah,Single Family Residential,5/1/12,5/31/12,479
Olympia,Single Family Residential,4/1/13,4/30/13,251
Olympia,Single Family Residential,2/1/14,2/28/14,239
Kirkland,Single Family Residential,1/1/15,1/31/15,615
Kirkland,Single Family Residential,10/1/15,10/31/15,575
Olympia,Single Family Residential,2/1/18,2/28/18,324
Redmond,Single Family Residential,5/1/18,5/31/18,"1,050"
Seattle,Multi-Family (2-4 Unit),12/1/15,12/31/15,700
Kent,Multi-Family (2-4 Unit),5/1/16,5/31/16,370
Bellevue,Single Family Residential,5/1/10,5/31/10,605
Tacoma,Single Family Residential,5/1/10,5/31/10,186
Tacoma,Single Family Residential,8/1/10,8/31/10,175
Kent,Single Family Residential,9/1/11,9/30/11,219
Redmond,Single Family Residential,10/1/12,10/31/12,531
Kirkland,Single Family Residential,3/1/13,3/31/13,555
Olympia,Single Family Residential,11/1/14,11/30/14,250
Kirkland,Single Family Residential,12/1/15,12/31/15,699
Snoqualmie,Single Family Residential,3/1/16,3/31/16,613
Redmond,Single Family Residential,10/1/16,10/31/16,785
Kenmore,Single Family Residential,11/1/16,11/30/16,628
Issaquah,Single Family Residential,2/1/17,2/28/17,844
Bellevue,Single Family Residential,3/1/17,3/31/17,"1,100"
Issaquah,Single Family Residential,6/1/17,6/30/17,881
Seattle,Single Family Residential,8/1/17,8/31/17,715
Kent,Single Family Residential,10/1/17,10/31/17,393
Snoqualmie,Single Family Residential,11/1/17,11/30/17,767
Kent,Single Family Residential,8/1/19,8/31/19,475
Seattle,Multi-Family (2-4 Unit),11/1/14,11/30/14,710
Bellevue,Multi-Family (2-4 Unit),11/1/16,11/30/16,700
Tacoma,Multi-Family (2-4 Unit),8/1/17,8/31/17,313
Kent,Multi-Family (2-4 Unit),4/1/19,4/30/19,450
Kirkland,Single Family Residential,1/1/10,1/31/10,400
Kirkland,Single Family Residential,7/1/10,7/31/10,460
Kent,Single Family Residential,4/1/12,4/30/12,232
Mercer Island,Single Family Residential,5/1/12,5/31/12,878
Kenmore,Single Family Residential,6/1/12,6/30/12,394
Redmond,Single Family Residential,7/1/12,7/31/12,529
Issaquah,Single Family Residential,12/1/14,12/31/14,635
Redmond,Single Family Residential,11/1/15,11/30/15,720
Mercer Island,Single Family Residential,6/1/16,6/30/16,"1,400"
Mercer Island,Single Family Residential,7/1/16,7/31/16,"1,260"
Issaquah,Single Family Residential,12/1/16,12/31/16,753
Bothell,Single Family Residential,4/1/17,4/30/17,622
Kent,Townhouse,5/1/10,5/31/10,210
Bellevue,Townhouse,3/1/11,3/31/11,320
Kent,Townhouse,6/1/11,6/30/11,199
Bellevue,Townhouse,11/1/11,11/30/11,269
Issaquah,Townhouse,10/1/15,10/31/15,425
Redmond,Townhouse,2/1/16,2/29/16,591
Kent,Townhouse,5/1/17,5/31/17,260
Issaquah,Townhouse,3/1/18,3/31/18,721
Issaquah,Townhouse,4/1/10,4/30/10,290
Redmond,Townhouse,5/1/12,5/31/12,302
Seattle,Townhouse,7/1/12,7/31/12,360
Olympia,Townhouse,8/1/14,8/31/14,195
Snoqualmie,Townhouse,5/1/16,5/31/16,352
Snoqualmie,Townhouse,2/1/17,2/28/17,518
Redmond,Townhouse,6/1/17,6/30/17,570
Bothell,Townhouse,8/1/17,8/31/17,414
Seattle,Townhouse,10/1/17,10/31/17,675
Redmond,Townhouse,7/1/19,7/31/19,620
Issaquah,Townhouse,5/1/11,5/31/11,300
Redmond,Townhouse,5/1/11,5/31/11,240
Seattle,Townhouse,1/1/13,1/31/13,345
Tacoma,Townhouse,1/1/13,1/31/13,135
Kenmore,Townhouse,4/1/15,4/30/15,273
Bothell,Townhouse,1/1/16,1/31/16,350
Olympia,Townhouse,10/1/16,10/31/16,221
Kent,Townhouse,10/1/17,10/31/17,296
Issaquah,Townhouse,1/1/18,1/31/18,557
Kirkland,Townhouse,6/1/18,6/30/18,600
Olympia,Townhouse,6/1/19,6/30/19,278
Olympia,All Residential,5/1/11,5/31/11,233
Kent,All Residential,10/1/12,10/31/12,225
Sammamish,All Residential,2/1/13,2/28/13,543
Snoqualmie,All Residential,7/1/13,7/31/13,435
Kirkland,All Residential,6/1/15,6/30/15,500
Bothell,All Residential,5/1/17,5/31/17,606
Issaquah,All Residential,11/1/17,11/30/17,700
Kent,All Residential,2/1/18,2/28/18,404
Issaquah,All Residential,5/1/18,5/31/18,813
Snoqualmie,All Residential,4/1/19,4/30/19,680
Issaquah,Condo/Co-op,12/1/10,12/31/10,175
Sammamish,Condo/Co-op,7/1/11,7/31/11,189
Bothell,Condo/Co-op,6/1/13,6/30/13,196
Mercer Island,Condo/Co-op,10/1/13,10/31/13,333
Redmond,Condo/Co-op,7/1/15,7/31/15,235
Redmond,Condo/Co-op,10/1/16,10/31/16,320
Olympia,Condo/Co-op,5/1/17,5/31/17,260
Issaquah,Condo/Co-op,11/1/17,11/30/17,399
Kirkland,Condo/Co-op,4/1/19,4/30/19,360
Olympia,Multi-Family (2-4 Unit),6/1/12,6/30/12,215
Seattle,Multi-Family (2-4 Unit),6/1/15,6/30/15,649
Olympia,Multi-Family (2-4 Unit),9/1/19,9/30/19,355
Bellevue,Single Family Residential,6/1/10,6/30/10,615
Issaquah,Single Family Residential,7/1/10,7/31/10,555
Issaquah,Single Family Residential,3/1/11,3/31/11,505
Tacoma,Single Family Residential,10/1/12,10/31/12,165
Issaquah,Single Family Residential,1/1/13,1/31/13,511
Bellevue,Single Family Residential,7/1/13,7/31/13,621
Kirkland,Single Family Residential,3/1/14,3/31/14,555
Kenmore,Single Family Residential,3/1/14,3/31/14,495
Kirkland,Single Family Residential,3/1/15,3/31/15,616
Seattle,Single Family Residential,4/1/15,4/30/15,545
Snoqualmie,Single Family Residential,4/1/15,4/30/15,585
Issaquah,Single Family Residential,3/1/17,3/31/17,904
Issaquah,Single Family Residential,12/1/17,12/31/17,842
Tacoma,Single Family Residential,5/1/18,5/31/18,310
Olympia,Single Family Residential,5/1/18,5/31/18,340
Snoqualmie,Single Family Residential,7/1/18,7/31/18,749
Issaquah,Townhouse,6/1/10,6/30/10,327
Snoqualmie,Townhouse,11/1/10,11/30/10,250
Issaquah,Townhouse,6/1/11,6/30/11,277
Kent,Townhouse,7/1/11,7/31/11,172
Kent,Townhouse,5/1/16,5/31/16,235
Tacoma,Townhouse,8/1/18,8/31/18,246
Snoqualmie,Townhouse,2/1/19,2/28/19,758
Sammamish,Townhouse,5/1/19,5/31/19,740
Snoqualmie,All Residential,3/1/10,3/31/10,446
Kent,All Residential,12/1/11,12/31/11,200
Seattle,All Residential,8/1/12,8/31/12,360
Bothell,All Residential,6/1/13,6/30/13,375
Seattle,All Residential,6/1/15,6/30/15,510
Redmond,Condo/Co-op,1/1/11,1/31/11,185
Mercer Island,Condo/Co-op,2/1/12,2/29/12,170
Sammamish,Condo/Co-op,11/1/14,11/30/14,220
Redmond,Condo/Co-op,3/1/16,3/31/16,288
Bellevue,Condo/Co-op,6/1/17,6/30/17,451
Redmond,All Residential,6/1/10,6/30/10,485
Bellevue,All Residential,2/1/11,2/28/11,412
Issaquah,All Residential,4/1/15,4/30/15,510
